MM/DD/YYYY,ID,YEAR,MONTH,DAY,TSUN,TSUN_FLAGS,WSF5,WSF5_FLAGS,WSFM,WSFM_FLAGS,TMAX,TMAX_FLAGS,WSFG,WSFG_FLAGS,ACMH,ACMH_FLAGS,PRCP,PRCP_FLAGS,WT16,WT16_FLAGS,WSF2,WSF2_FLAGS,SNOW,SNOW_FLAGS,SNWD,SNWD_FLAGS,THIC,THIC_FLAGS,WDFM,WDFM_FLAGS,WT07,WT07_FLAGS,WDF1,WDF1_FLAGS,WT03,WT03_FLAGS,ACSH,ACSH_FLAGS,WT18,WT18_FLAGS,WDF2,WDF2_FLAGS,WT02,WT02_FLAGS,WT14,WT14_FLAGS,FRGT,FRGT_FLAGS,WT09,WT09_FLAGS,TAVG,TAVG_FLAGS,WV20,WV20_FLAGS,WDF5,WDF5_FLAGS,FMTM,FMTM_FLAGS,WT11,WT11_FLAGS,PGTM,PGTM_FLAGS,WT08,WT08_FLAGS,WT04,WT04_FLAGS,WESD,WESD_FLAGS,WT05,WT05_FLAGS,WDFG,WDFG_FLAGS,WT13,WT13_FLAGS,WT21,WT21_FLAGS,AWND,AWND_FLAGS,WT10,WT10_FLAGS,WT01,WT01_FLAGS,WSF1,WSF1_FLAGS,WV03,WV03_FLAGS,TMIN,TMIN_FLAGS,WV01,WV01_FLAGS
2002-11-15,USW00023234,2002,11,15,0.0,__W,58.0,__X,nan,nan,178.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,54.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,150.0,__W,nan,nan,80.0,__X,538.0,__X,nan,nan,539.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,18.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__0,nan,nan
2002-11-16,USW00023234,2002,11,16,0.0,__W,107.0,__X,nan,nan,167.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,133.0,__W,nan,nan,270.0,__X,1449.0,__X,nan,nan,1448.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,37.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__0,nan,nan
2002-11-17,USW00023234,2002,11,17,0.0,__W,72.0,__X,nan,nan,183.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,67.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,144.0,__W,nan,nan,280.0,__X,100.0,__X,nan,nan,103.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,30.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__0,nan,nan
2002-11-19,USW00023234,2002,11,19,0.0,__W,45.0,__X,nan,nan,178.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,40.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,360.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,133.0,__W,nan,nan,360.0,__X,1538.0,__X,nan,nan,1534.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,14.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__0,nan,nan
2002-11-20,USW00023234,2002,11,20,0.0,__W,54.0,__X,nan,nan,200.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,45.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,150.0,__W,nan,nan,30.0,__X,109.0,__X,nan,nan,105.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,15.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__0,nan,nan
2002-11-21,USW00023234,2002,11,21,0.0,__W,89.0,__X,nan,nan,200.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,76.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,161.0,__W,nan,nan,290.0,__X,2359.0,__X,nan,nan,2359.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,24.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,117.0,__0,nan,nan
2002-11-22,USW00023234,2002,11,22,0.0,__W,107.0,__X,nan,nan,144.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,280.0,__X,37.0,__X,nan,nan,35.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,33.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,94.0,__0,nan,nan
2002-11-23,USW00023234,2002,11,23,0.0,__W,89.0,__X,nan,nan,139.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,76.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,250.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,133.0,__W,nan,nan,260.0,__X,2138.0,__X,nan,nan,2138.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,41.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__0,nan,nan
2002-11-24,USW00023234,2002,11,24,0.0,__W,89.0,__X,nan,nan,161.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,133.0,__W,nan,nan,260.0,__X,1728.0,__X,nan,nan,1728.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,28.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__0,nan,nan
2002-12-02,USW00023234,2002,12,2,0.0,__W,76.0,__X,nan,nan,161.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,67.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,280.0,__X,1628.0,__X,nan,nan,1628.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,15.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,83.0,__0,nan,nan
2002-12-03,USW00023234,2002,12,3,0.0,__W,72.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,67.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,280.0,__X,1938.0,__X,nan,nan,1937.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,17.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,72.0,__0,nan,nan
2002-12-04,USW00023234,2002,12,4,0.0,__W,54.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,54.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,70.0,__X,2046.0,__X,nan,nan,2048.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,13.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,78.0,__0,nan,nan
2002-12-05,USW00023234,2002,12,5,0.0,__W,40.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,36.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,50.0,__X,2148.0,__X,nan,nan,2144.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,12.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,83.0,__0,nan,nan
2002-12-06,USW00023234,2002,12,6,0.0,__W,67.0,__X,nan,nan,133.0,__0,nan,nan,nan,nan,15.0,__0,1.0,__0,63.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,111.0,__W,nan,nan,20.0,__X,1221.0,__X,nan,nan,1219.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,17.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,89.0,__0,nan,nan
2002-12-07,USW00023234,2002,12,7,0.0,__W,58.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,54.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,270.0,__X,1852.0,__X,nan,nan,1851.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,17.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,72.0,__0,nan,nan
2002-12-08,USW00023234,2002,12,8,0.0,__W,45.0,__X,nan,nan,150.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,40.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,340.0,__X,2229.0,__X,nan,nan,1719.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,13.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,78.0,__0,nan,nan
2002-12-09,USW00023234,2002,12,9,0.0,__W,89.0,__X,nan,nan,144.0,__0,nan,nan,nan,nan,109.0,__0,1.0,__0,76.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,10.0,__X,907.0,__X,nan,nan,845.0,__W,1.0,__0,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,30.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,100.0,__0,nan,nan
2002-12-10,USW00023234,2002,12,10,0.0,__W,89.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,18.0,__0,1.0,__0,67.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,133.0,__W,nan,nan,250.0,__X,1528.0,__X,nan,nan,1328.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,29.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,106.0,__0,nan,nan
2002-12-11,USW00023234,2002,12,11,0.0,__W,58.0,__X,nan,nan,144.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,54.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,280.0,__X,1711.0,__X,nan,nan,1711.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,21.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,89.0,__0,nan,nan
2002-12-12,USW00023234,2002,12,12,0.0,__W,107.0,__X,nan,nan,150.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,89.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__W,nan,nan,110.0,__X,2324.0,__X,nan,nan,2317.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,25.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,100.0,__0,nan,nan
2002-12-13,USW00023234,2002,12,13,0.0,__W,174.0,__X,nan,nan,167.0,__0,nan,nan,nan,nan,627.0,__0,1.0,__0,148.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,150.0,__W,nan,nan,160.0,__X,1605.0,__X,nan,nan,1604.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,78.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,133.0,__0,nan,nan
2002-12-14,USW00023234,2002,12,14,0.0,__W,228.0,__X,nan,nan,178.0,__0,nan,nan,nan,nan,224.0,__0,1.0,__0,183.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,156.0,__W,nan,nan,160.0,__X,1136.0,__X,nan,nan,1133.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,115.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,128.0,__0,nan,nan
2002-12-15,USW00023234,2002,12,15,0.0,__W,273.0,__X,nan,nan,161.0,__0,nan,nan,nan,nan,112.0,__0,1.0,__0,215.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,144.0,__W,nan,nan,150.0,__X,2257.0,__X,nan,nan,2255.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__0,nan,nan
2002-12-16,USW00023234,2002,12,16,0.0,__W,268.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,533.0,__0,1.0,__0,210.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,128.0,__W,nan,nan,170.0,__X,159.0,__X,nan,nan,208.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__0,nan,nan
2002-12-17,USW00023234,2002,12,17,0.0,__W,134.0,__X,nan,nan,128.0,__0,nan,nan,nan,nan,84.0,__0,1.0,__0,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,290.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__W,nan,nan,310.0,__X,2127.0,__X,nan,nan,2129.0,__W,nan,nan,1.0,__X,0.0,__0,1.0,__0,nan,nan,1.0,__X,nan,nan,41.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,72.0,__0,nan,nan
2002-12-18,USW00023234,2002,12,18,0.0,__W,63.0,__X,nan,nan,128.0,__0,nan,nan,nan,nan,8.0,__0,1.0,__0,58.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,94.0,__W,nan,nan,90.0,__X,1403.0,__X,nan,nan,1242.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,21.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,56.0,__0,nan,nan
2002-12-19,USW00023234,2002,12,19,0.0,__W,183.0,__X,nan,nan,106.0,__0,nan,nan,nan,nan,340.0,__0,1.0,__0,148.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,130.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__W,nan,nan,130.0,__X,1007.0,__X,nan,nan,1013.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,68.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,56.0,__0,nan,nan
2002-12-20,USW00023234,2002,12,20,0.0,__W,130.0,__X,nan,nan,133.0,__0,nan,nan,nan,nan,175.0,__0,1.0,__0,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,__0,nan,nan,nan,nan,230.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,240.0,__X,1421.0,__X,nan,nan,1420.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,52.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,72.0,__0,nan,nan
2002-12-21,USW00023234,2002,12,21,0.0,__W,76.0,__X,nan,nan,133.0,__0,nan,nan,nan,nan,18.0,__0,1.0,__0,67.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,111.0,__W,nan,nan,280.0,__X,1719.0,__X,nan,nan,1718.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,29.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,89.0,__0,nan,nan
2002-12-22,USW00023234,2002,12,22,0.0,__W,94.0,__X,nan,nan,139.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,76.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,340.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,94.0,__W,nan,nan,330.0,__X,2239.0,__X,nan,nan,2214.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,26.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,44.0,__0,nan,nan
2002-12-23,USW00023234,2002,12,23,0.0,__W,80.0,__X,nan,nan,128.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,67.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,360.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,89.0,__W,nan,nan,10.0,__X,242.0,__X,nan,nan,224.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,25.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__0,nan,nan
2002-12-24,USW00023234,2002,12,24,0.0,__W,63.0,__X,nan,nan,122.0,__0,nan,nan,nan,nan,0.0,T_0,1.0,__0,58.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,89.0,__W,nan,nan,40.0,__X,2330.0,__X,nan,nan,2329.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,19.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__0,nan,nan
2002-12-25,USW00023234,2002,12,25,0.0,__W,67.0,__X,nan,nan,100.0,__0,nan,nan,nan,nan,3.0,__0,1.0,__0,63.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,78.0,__W,nan,nan,60.0,__X,159.0,__X,nan,nan,159.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,18.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,50.0,__0,nan,nan
2002-12-26,USW00023234,2002,12,26,0.0,__W,134.0,__X,nan,nan,150.0,__0,nan,nan,nan,nan,15.0,__0,1.0,__0,103.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,160.0,__X,1330.0,__X,nan,nan,1246.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,47.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,83.0,__0,nan,nan
2002-12-27,USW00023234,2002,12,27,0.0,__W,112.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,5.0,__0,1.0,__0,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,139.0,__W,nan,nan,150.0,__X,2316.0,__X,nan,nan,2315.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,49.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,117.0,__0,1.0,__X
2002-12-28,USW00023234,2002,12,28,0.0,__W,241.0,__X,nan,nan,156.0,__0,nan,nan,nan,nan,254.0,__0,1.0,__0,192.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,220.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,190.0,__X,1225.0,__X,nan,nan,1222.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,72.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,89.0,__0,nan,nan
2002-12-29,USW00023234,2002,12,29,0.0,__W,179.0,__X,nan,nan,128.0,__0,nan,nan,nan,nan,43.0,__0,1.0,__0,148.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,240.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,240.0,__X,120.0,__X,nan,nan,119.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,52.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__0,nan,nan
2002-12-30,USW00023234,2002,12,30,0.0,__W,241.0,__X,nan,nan,128.0,__0,nan,nan,nan,nan,28.0,__0,1.0,__0,206.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,140.0,__X,2316.0,__X,nan,nan,2321.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,53.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,83.0,__0,nan,nan
2002-12-31,USW00023234,2002,12,31,0.0,__W,201.0,__X,nan,nan,139.0,__0,nan,nan,nan,nan,119.0,__0,1.0,__0,165.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,220.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,250.0,__X,116.0,__X,nan,nan,243.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,51.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,72.0,__0,nan,nan
2003-01-01,USW00023234,2003,01,1,0.0,__W,58.0,__X,nan,nan,117.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,58.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,89.0,__W,nan,nan,70.0,__X,2022.0,__X,nan,nan,2033.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,1.0,__X,nan,nan,13.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,56.0,__0,nan,nan
2003-01-02,USW00023234,2003,01,2,0.0,__W,45.0,__X,nan,nan,128.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,40.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,130.0,__X,827.0,__X,nan,nan,909.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,17.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,78.0,__0,nan,nan
2003-01-03,USW00023234,2003,01,3,0.0,__W,58.0,__X,nan,nan,133.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,45.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,106.0,__W,nan,nan,110.0,__X,835.0,__X,nan,nan,825.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,13.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,78.0,__0,nan,nan
2003-01-04,USW00023234,2003,01,4,0.0,__W,58.0,__X,nan,nan,150.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,54.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,270.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,117.0,__W,nan,nan,270.0,__X,2116.0,__X,nan,nan,2115.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,1.0,__X,17.0,__X,nan,nan,1.0,__0,nan,nan,nan,nan,83.0,__0,nan,nan
2003-01-06,USW00023234,2003,01,6,0.0,__W,125.0,__X,nan,nan,189.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,139.0,__W,nan,nan,40.0,__X,443.0,__X,nan,nan,443.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,35.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,89.0,__0,nan,nan
2003-01-07,USW00023234,2003,01,7,0.0,__W,54.0,__X,nan,nan,183.0,__0,nan,nan,nan,nan,0.0,__0,nan,nan,54.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,122.0,__W,nan,nan,50.0,__X,2257.0,__X,nan,nan,2257.0,__W,nan,nan,nan,nan,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,23.0,__X,nan,nan,nan,nan,nan,nan,nan,nan,61.0,__0,nan,nan
