Location,Count Date,Day,24 Hr. Total Vol.,location1
IMPERIAL HIGHWAY W/O MARQUARDT AVENUE,05/02/2010 12:00:00 AM,Sun,18030,"IMPERIAL HIGHWAY W/O MARQUARDT AVENUE, california"
IMPERIAL HIGHWAY W/O MARQUARDT AVENUE,05/01/2010 12:00:00 AM,Sat,23761,"IMPERIAL HIGHWAY W/O MARQUARDT AVENUE, california"
IMPERIAL HIGHWAY W/O MARQUARDT AVENUE,04/30/2010 12:00:00 AM,Fri,29332,"IMPERIAL HIGHWAY W/O MARQUARDT AVENUE, california"
IMPERIAL HIGHWAY W/O MARQUARDT AVENUE,04/29/2010 12:00:00 AM,Thur,27828,"IMPERIAL HIGHWAY W/O MARQUARDT AVENUE, california"
IMPERIAL HIGHWAY W/O MONA BOULEVARD,09/23/2008 12:00:00 AM,Tue,38855,"IMPERIAL HIGHWAY W/O MONA BOULEVARD, california"
IMPERIAL HIGHWAY W/O MONA BOULEVARD,09/22/2008 12:00:00 AM,Mon,38926,"IMPERIAL HIGHWAY W/O MONA BOULEVARD, california"
KANAN ROAD E/O TRIUNFO CANYON ROAD,07/21/2007 12:00:00 AM,Sat,17233,"KANAN ROAD E/O TRIUNFO CANYON ROAD, california"
KANAN ROAD E/O TRIUNFO CANYON ROAD,07/20/2007 12:00:00 AM,Fri,16988,"KANAN ROAD E/O TRIUNFO CANYON ROAD, california"
KANAN ROAD E/O TRIUNFO CANYON ROAD,07/19/2007 12:00:00 AM,Thur,15234,"KANAN ROAD E/O TRIUNFO CANYON ROAD, california"
SOLEDAD CANYON ROAD W/O SANTIAGO ROAD (N),09/26/2015 12:00:00 AM,Sat,3678,"SOLEDAD CANYON ROAD W/O SANTIAGO ROAD (N), california"
KANAN ROAD E/O TRIUNFO CANYON ROAD,07/18/2007 12:00:00 AM,Wed,14890,"KANAN ROAD E/O TRIUNFO CANYON ROAD, california"
KANAN ROAD N/O HIDDEN HIGHLAND ROAD,12/10/2008 12:00:00 AM,Wed,9034,"KANAN ROAD N/O HIDDEN HIGHLAND ROAD, california"
KANAN ROAD N/O TROUTDALE DRIVE,12/15/2008 12:00:00 AM,Mon,10092,"KANAN ROAD N/O TROUTDALE DRIVE, california"
KANAN ROAD N/O TROUTDALE DRIVE,12/14/2008 12:00:00 AM,Sun,9223,"KANAN ROAD N/O TROUTDALE DRIVE, california"
KANAN ROAD N/O TROUTDALE DRIVE,12/13/2008 12:00:00 AM,Sat,10969,"KANAN ROAD N/O TROUTDALE DRIVE, california"
KANAN ROAD N/O TROUTDALE DRIVE,12/12/2008 12:00:00 AM,Fri,13552,"KANAN ROAD N/O TROUTDALE DRIVE, california"
KANAN ROAD N/O TROUTDALE DRIVE,12/11/2008 12:00:00 AM,Thur,12302,"KANAN ROAD N/O TROUTDALE DRIVE, california"
LA MIRADA BOULEVARD N/O ROSECRANS AVENUE,08/19/2011 12:00:00 AM,Fri,30936,"LA MIRADA BOULEVARD N/O ROSECRANS AVENUE, california"
LA MIRADA BOULEVARD N/O ROSECRANS AVENUE,08/18/2011 12:00:00 AM,Thur,28341,"LA MIRADA BOULEVARD N/O ROSECRANS AVENUE, california"
LA MIRADA BOULEVARD N/O ROSECRANS AVENUE,08/17/2011 12:00:00 AM,Wed,27611,"LA MIRADA BOULEVARD N/O ROSECRANS AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,08/08/2011 12:00:00 AM,Mon,17491,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,08/07/2011 12:00:00 AM,Sun,13126,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,08/06/2011 12:00:00 AM,Sat,16009,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,08/05/2011 12:00:00 AM,Fri,19534,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LOS ROBLES AVENUE W/O DRUMHILL DRIVE,09/26/2015 12:00:00 AM,Sat,4786,"LOS ROBLES AVENUE W/O DRUMHILL DRIVE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,08/04/2011 12:00:00 AM,Thur,18588,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,06/15/2009 12:00:00 AM,Mon,17981,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,06/14/2009 12:00:00 AM,Sun,13651,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,06/13/2009 12:00:00 AM,Sat,16846,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,06/12/2009 12:00:00 AM,Fri,19464,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
PIONEER BOULEVARD S/O FLORAL DRIVE,03/25/2015 12:00:00 AM,Wed,1508,"PIONEER BOULEVARD S/O FLORAL DRIVE, california"
PRINCETON STREET W/O EASTMAN AVENUE,03/25/2015 12:00:00 AM,Wed,1719,"PRINCETON STREET W/O EASTMAN AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,06/11/2009 12:00:00 AM,Thur,18509,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,06/10/2009 12:00:00 AM,Wed,18634,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE,06/09/2009 12:00:00 AM,Tue,18384,"LA MIRADA BOULEVARD N/O SANTA GERTRUDES AVENUE, california"
LA MIRADA BOULEVARD S/O ALICANTE ROAD,08/21/2011 12:00:00 AM,Sun,19001,"LA MIRADA BOULEVARD S/O ALICANTE ROAD, california"
LA MIRADA BOULEVARD S/O ALICANTE ROAD,08/20/2011 12:00:00 AM,Sat,23437,"LA MIRADA BOULEVARD S/O ALICANTE ROAD, california"
LA MIRADA BOULEVARD S/O ALICANTE ROAD,08/19/2011 12:00:00 AM,Fri,27592,"LA MIRADA BOULEVARD S/O ALICANTE ROAD, california"
LA MIRADA BOULEVARD S/O ALICANTE ROAD,08/18/2011 12:00:00 AM,Thur,25013,"LA MIRADA BOULEVARD S/O ALICANTE ROAD, california"
LA MIRADA BOULEVARD S/O ALICANTE ROAD,08/17/2011 12:00:00 AM,Wed,24124,"LA MIRADA BOULEVARD S/O ALICANTE ROAD, california"
LA MIRADA BOULEVARD S/O ALONDRA BOULEVARD,08/21/2011 12:00:00 AM,Sun,23056,"LA MIRADA BOULEVARD S/O ALONDRA BOULEVARD, california"
LA MIRADA BOULEVARD S/O ALONDRA BOULEVARD,08/20/2011 12:00:00 AM,Sat,27974,"LA MIRADA BOULEVARD S/O ALONDRA BOULEVARD, california"
HILLVIEW AVENUE S/O VIA CORONA STREET,08/13/2013 12:00:00 AM,Tue,2841,"HILLVIEW AVENUE S/O VIA CORONA STREET, california"
HOLBROOK STREET W/O NORWALK BOULEVARD,05/25/2010 12:00:00 AM,Tue,1034,"HOLBROOK STREET W/O NORWALK BOULEVARD, california"
HOLLINGWORTH STREET E/O CAPRON AVENUE,06/05/2012 12:00:00 AM,Tue,1403,"HOLLINGWORTH STREET E/O CAPRON AVENUE, california"
HOLLINGWORTH STREET E/O CAPRON AVENUE,06/04/2012 12:00:00 AM,Mon,1391,"HOLLINGWORTH STREET E/O CAPRON AVENUE, california"
HOLLINGWORTH STREET E/O CAPRON AVENUE,12/08/2010 12:00:00 AM,Wed,1518,"HOLLINGWORTH STREET E/O CAPRON AVENUE, california"
HOLLISTON AVENUE N/O BOSTON STREET,06/11/2013 12:00:00 AM,Tue,832,"HOLLISTON AVENUE N/O BOSTON STREET, california"
HAWES STREET E/O MILLS AVENUE,04/08/2014 12:00:00 AM,Tue,5093,"HAWES STREET E/O MILLS AVENUE, california"
HOLLISTON AVENUE N/O CALAVERAS STREET,05/25/2009 12:00:00 AM,Mon,1443,"HOLLISTON AVENUE N/O CALAVERAS STREET, california"
HOLLISTON AVENUE N/O CALAVERAS STREET,05/24/2009 12:00:00 AM,Sun,1531,"HOLLISTON AVENUE N/O CALAVERAS STREET, california"
HOLLISTON AVENUE N/O CALAVERAS STREET,05/23/2009 12:00:00 AM,Sat,1905,"HOLLISTON AVENUE N/O CALAVERAS STREET, california"
HOLLISTON AVENUE N/O CALAVERAS STREET,05/22/2009 12:00:00 AM,Fri,2509,"HOLLISTON AVENUE N/O CALAVERAS STREET, california"
HOLLISTON AVENUE N/O CALAVERAS STREET,05/21/2009 12:00:00 AM,Thur,2497,"HOLLISTON AVENUE N/O CALAVERAS STREET, california"
LEMON DRIVE E/O STAMY ROAD,10/27/2014 12:00:00 AM,Mon,2553,"LEMON DRIVE E/O STAMY ROAD, california"
HOLLISTON AVENUE N/O MORADA PLACE,02/08/2011 12:00:00 AM,Tue,940,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,02/07/2011 12:00:00 AM,Mon,899,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,02/06/2011 12:00:00 AM,Sun,773,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,02/05/2011 12:00:00 AM,Sat,944,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,02/04/2011 12:00:00 AM,Fri,1040,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,02/03/2011 12:00:00 AM,Thur,1036,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,02/02/2011 12:00:00 AM,Wed,1000,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,02/01/2011 12:00:00 AM,Tue,904,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,01/11/2011 12:00:00 AM,Tue,991,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,05/25/2009 12:00:00 AM,Mon,712,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,05/24/2009 12:00:00 AM,Sun,709,"HOLLISTON AVENUE N/O MORADA PLACE, california"
IMPERIAL HIGHWAY W/O MONA BOULEVARD,09/21/2008 12:00:00 AM,Sun,27237,"IMPERIAL HIGHWAY W/O MONA BOULEVARD, california"
IMPERIAL HIGHWAY W/O MONA BOULEVARD,09/20/2008 12:00:00 AM,Sat,33557,"IMPERIAL HIGHWAY W/O MONA BOULEVARD, california"
IMPERIAL HIGHWAY W/O MONA BOULEVARD,09/19/2008 12:00:00 AM,Fri,42945,"IMPERIAL HIGHWAY W/O MONA BOULEVARD, california"
IMPERIAL HIGHWAY W/O MONA BOULEVARD,09/18/2008 12:00:00 AM,Thur,39606,"IMPERIAL HIGHWAY W/O MONA BOULEVARD, california"
IMPERIAL HIGHWAY W/O NORMANDIE AVENUE,11/18/2009 12:00:00 AM,Wed,29680,"IMPERIAL HIGHWAY W/O NORMANDIE AVENUE, california"
IMPERIAL HIGHWAY W/O NORMANDIE AVENUE,11/17/2009 12:00:00 AM,Tue,28908,"IMPERIAL HIGHWAY W/O NORMANDIE AVENUE, california"
IMPERIAL HIGHWAY W/O SUNNYBROOK LANE,07/17/2011 12:00:00 AM,Sun,25452,"IMPERIAL HIGHWAY W/O SUNNYBROOK LANE, california"
IMPERIAL HIGHWAY W/O SUNNYBROOK LANE,07/16/2011 12:00:00 AM,Sat,30741,"IMPERIAL HIGHWAY W/O SUNNYBROOK LANE, california"
IMPERIAL HIGHWAY W/O SUNNYBROOK LANE,07/15/2011 12:00:00 AM,Fri,31637,"IMPERIAL HIGHWAY W/O SUNNYBROOK LANE, california"
IMPERIAL HIGHWAY W/O SUNNYBROOK LANE,07/14/2011 12:00:00 AM,Thur,30255,"IMPERIAL HIGHWAY W/O SUNNYBROOK LANE, california"
IMPERIAL HIGHWAY W/O VALLEY VIEW AVENUE,12/02/2014 12:00:00 AM,Tue,28609,"IMPERIAL HIGHWAY W/O VALLEY VIEW AVENUE, california"
IMPERIAL HIGHWAY W/O VALLEY VIEW AVENUE,12/01/2014 12:00:00 AM,Mon,29913,"IMPERIAL HIGHWAY W/O VALLEY VIEW AVENUE, california"
INDEPENDENCE AVENUE E/O SANTA FE AVENUE,03/14/2007 12:00:00 AM,Wed,2194,"INDEPENDENCE AVENUE E/O SANTA FE AVENUE, california"
INDIAN OAK ROAD W/O BENT SPUR DRIVE,06/05/2013 12:00:00 AM,Wed,543,"INDIAN OAK ROAD W/O BENT SPUR DRIVE, california"
INDIAN SUMMER AVENUE N/O FAIRGROVE AVENUE,10/28/2007 12:00:00 AM,Sun,900,"INDIAN SUMMER AVENUE N/O FAIRGROVE AVENUE, california"
INDIAN SUMMER AVENUE N/O FAIRGROVE AVENUE,10/27/2007 12:00:00 AM,Sat,1159,"INDIAN SUMMER AVENUE N/O FAIRGROVE AVENUE, california"
INDIAN SUMMER AVENUE N/O FAIRGROVE AVENUE,10/26/2007 12:00:00 AM,Fri,1349,"INDIAN SUMMER AVENUE N/O FAIRGROVE AVENUE, california"
INDIAN SUMMER AVENUE N/O FAIRGROVE AVENUE,10/25/2007 12:00:00 AM,Thur,1348,"INDIAN SUMMER AVENUE N/O FAIRGROVE AVENUE, california"
AVENUE S W/O SIERRA HIGHWAY (S),09/26/2015 12:00:00 AM,Sat,14074,"AVENUE S W/O SIERRA HIGHWAY (S), california"
INDIAN SUMMER AVENUE N/O MEADOWSIDE STREET,10/28/2007 12:00:00 AM,Sun,928,"INDIAN SUMMER AVENUE N/O MEADOWSIDE STREET, california"
INDIAN SUMMER AVENUE N/O MEADOWSIDE STREET,10/27/2007 12:00:00 AM,Sat,1156,"INDIAN SUMMER AVENUE N/O MEADOWSIDE STREET, california"
INDIAN SUMMER AVENUE N/O MEADOWSIDE STREET,10/26/2007 12:00:00 AM,Fri,1367,"INDIAN SUMMER AVENUE N/O MEADOWSIDE STREET, california"
INDIAN SUMMER AVENUE N/O MEADOWSIDE STREET,10/25/2007 12:00:00 AM,Thur,1330,"INDIAN SUMMER AVENUE N/O MEADOWSIDE STREET, california"
INDIAN SUMMER AVENUE S/O FAIRGROVE AVENUE,10/28/2007 12:00:00 AM,Sun,892,"INDIAN SUMMER AVENUE S/O FAIRGROVE AVENUE, california"
KANAN ROAD S/O CORNELL WAY,06/01/2008 12:00:00 AM,Sun,16667,"KANAN ROAD S/O CORNELL WAY, california"
KANAN ROAD S/O CORNELL WAY,05/31/2008 12:00:00 AM,Sat,17351,"KANAN ROAD S/O CORNELL WAY, california"
KANAN ROAD S/O CORNELL WAY,05/30/2008 12:00:00 AM,Fri,16952,"KANAN ROAD S/O CORNELL WAY, california"
KANAN ROAD S/O CORNELL WAY,05/29/2008 12:00:00 AM,Thur,15145,"KANAN ROAD S/O CORNELL WAY, california"
KANAN ROAD W/O SIERRA CREEK ROAD,11/07/2010 12:00:00 AM,Sun,10993,"KANAN ROAD W/O SIERRA CREEK ROAD, california"
KANAN ROAD W/O SIERRA CREEK ROAD,11/06/2010 12:00:00 AM,Sat,11741,"KANAN ROAD W/O SIERRA CREEK ROAD, california"
LA MIRADA BOULEVARD S/O IMPERIAL HIGHWAY,02/06/2008 12:00:00 AM,Wed,30152,"LA MIRADA BOULEVARD S/O IMPERIAL HIGHWAY, california"
LA MIRADA BOULEVARD S/O IMPERIAL HIGHWAY,02/05/2008 12:00:00 AM,Tue,30821,"LA MIRADA BOULEVARD S/O IMPERIAL HIGHWAY, california"
LA MIRADA BOULEVARD S/O LASHBURN STREET,03/15/2009 12:00:00 AM,Sun,14724,"LA MIRADA BOULEVARD S/O LASHBURN STREET, california"
LEMON DRIVE E/O STAMY ROAD,06/11/2013 12:00:00 AM,Tue,2245,"LEMON DRIVE E/O STAMY ROAD, california"
LA MIRADA BOULEVARD S/O LASHBURN STREET,03/14/2009 12:00:00 AM,Sat,18565,"LA MIRADA BOULEVARD S/O LASHBURN STREET, california"
LA MIRADA BOULEVARD S/O LASHBURN STREET,03/13/2009 12:00:00 AM,Fri,23050,"LA MIRADA BOULEVARD S/O LASHBURN STREET, california"
LA MIRADA BOULEVARD S/O LASHBURN STREET,03/12/2009 12:00:00 AM,Thur,22246,"LA MIRADA BOULEVARD S/O LASHBURN STREET, california"
LA MIRADA BOULEVARD S/O LASHBURN STREET,03/11/2009 12:00:00 AM,Wed,21828,"LA MIRADA BOULEVARD S/O LASHBURN STREET, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,08/27/2011 12:00:00 AM,Sat,17271,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,08/26/2011 12:00:00 AM,Fri,21436,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,08/25/2011 12:00:00 AM,Thur,20448,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,08/24/2011 12:00:00 AM,Wed,20428,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,07/17/2011 12:00:00 AM,Sun,15237,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,07/16/2011 12:00:00 AM,Sat,17943,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,07/15/2011 12:00:00 AM,Fri,20860,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,07/14/2011 12:00:00 AM,Thur,20702,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,07/13/2011 12:00:00 AM,Wed,20320,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD,07/12/2011 12:00:00 AM,Tue,20170,"LA MIRADA BOULEVARD S/O LEFFINGWELL ROAD, california"
AVENUE S W/O SIERRA HIGHWAY (S),09/26/2015 12:00:00 AM,Sat,14074,"AVENUE S W/O SIERRA HIGHWAY (S), california"
LA MIRADA BOULEVARD S/O MULBERRY DRIVE,08/28/2011 12:00:00 AM,Sun,13771,"LA MIRADA BOULEVARD S/O MULBERRY DRIVE, california"
LA MIRADA BOULEVARD S/O MULBERRY DRIVE,08/27/2011 12:00:00 AM,Sat,16264,"LA MIRADA BOULEVARD S/O MULBERRY DRIVE, california"
LA MIRADA BOULEVARD S/O MULBERRY DRIVE,08/26/2011 12:00:00 AM,Fri,20031,"LA MIRADA BOULEVARD S/O MULBERRY DRIVE, california"
LA MIRADA BOULEVARD S/O MULBERRY DRIVE,08/25/2011 12:00:00 AM,Thur,19411,"LA MIRADA BOULEVARD S/O MULBERRY DRIVE, california"
LA MIRADA BOULEVARD S/O MULBERRY DRIVE,08/24/2011 12:00:00 AM,Wed,19347,"LA MIRADA BOULEVARD S/O MULBERRY DRIVE, california"
WHITESIDE STREET W/O DUNN AVENUE,03/25/2015 12:00:00 AM,Wed,1739,"WHITESIDE STREET W/O DUNN AVENUE, california"
WILLARD AVENUE S/O BEVERLY DRIVE,03/25/2015 12:00:00 AM,Wed,1839,"WILLARD AVENUE S/O BEVERLY DRIVE, california"
LA MIRADA BOULEVARD S/O ROSECRANS AVENUE,08/21/2011 12:00:00 AM,Sun,15467,"LA MIRADA BOULEVARD S/O ROSECRANS AVENUE, california"
HOLLISTON AVENUE N/O MORADA PLACE,05/23/2009 12:00:00 AM,Sat,1108,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,05/22/2009 12:00:00 AM,Fri,1206,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O MORADA PLACE,05/21/2009 12:00:00 AM,Thur,1119,"HOLLISTON AVENUE N/O MORADA PLACE, california"
HOLLISTON AVENUE N/O RUBIO STREET,09/20/2012 12:00:00 AM,Thur,798,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,09/19/2012 12:00:00 AM,Wed,781,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,09/18/2012 12:00:00 AM,Tue,800,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,09/17/2012 12:00:00 AM,Mon,789,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/14/2012 12:00:00 AM,Tue,769,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/14/2012 12:00:00 AM,Tue,769,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/13/2012 12:00:00 AM,Mon,728,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/13/2012 12:00:00 AM,Mon,728,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/12/2012 12:00:00 AM,Sun,672,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/12/2012 12:00:00 AM,Sun,672,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/11/2012 12:00:00 AM,Sat,814,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/11/2012 12:00:00 AM,Sat,814,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/10/2012 12:00:00 AM,Fri,847,"HOLLISTON AVENUE N/O RUBIO STREET, california"
AVENIDA SANTA TECLA E/O SANTA GERTRUDES AVENUE,03/25/2015 12:00:00 AM,Wed,2010,"AVENIDA SANTA TECLA E/O SANTA GERTRUDES AVENUE, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/10/2012 12:00:00 AM,Fri,847,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/09/2012 12:00:00 AM,Thur,804,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O RUBIO STREET,08/09/2012 12:00:00 AM,Thur,804,"HOLLISTON AVENUE N/O RUBIO STREET, california"
HOLLISTON AVENUE N/O SONOMA DRIVE,05/25/2009 12:00:00 AM,Mon,794,"HOLLISTON AVENUE N/O SONOMA DRIVE, california"
HOLLISTON AVENUE N/O SONOMA DRIVE,05/24/2009 12:00:00 AM,Sun,795,"HOLLISTON AVENUE N/O SONOMA DRIVE, california"
HOLLISTON AVENUE N/O SONOMA DRIVE,05/23/2009 12:00:00 AM,Sat,1149,"HOLLISTON AVENUE N/O SONOMA DRIVE, california"
SIERRA MADRE BOULEVARD N/O SAN PASQUAL STREET,09/26/2015 12:00:00 AM,Sat,17209,"SIERRA MADRE BOULEVARD N/O SAN PASQUAL STREET, california"
HOLLISTON AVENUE N/O SONOMA DRIVE,05/22/2009 12:00:00 AM,Fri,1292,"HOLLISTON AVENUE N/O SONOMA DRIVE, california"
HOLLISTON AVENUE N/O SONOMA DRIVE,05/21/2009 12:00:00 AM,Thur,1194,"HOLLISTON AVENUE N/O SONOMA DRIVE, california"
HOLLISTON AVENUE S/O BOSTON STREET,02/08/2011 12:00:00 AM,Tue,895,"HOLLISTON AVENUE S/O BOSTON STREET, california"
HOLLISTON AVENUE S/O BOSTON STREET,02/07/2011 12:00:00 AM,Mon,843,"HOLLISTON AVENUE S/O BOSTON STREET, california"
INDIAN SUMMER AVENUE S/O FAIRGROVE AVENUE,10/27/2007 12:00:00 AM,Sat,1133,"INDIAN SUMMER AVENUE S/O FAIRGROVE AVENUE, california"
INDIAN SUMMER AVENUE S/O FAIRGROVE AVENUE,10/26/2007 12:00:00 AM,Fri,1453,"INDIAN SUMMER AVENUE S/O FAIRGROVE AVENUE, california"
INDIAN SUMMER AVENUE S/O FAIRGROVE AVENUE,10/25/2007 12:00:00 AM,Thur,1414,"INDIAN SUMMER AVENUE S/O FAIRGROVE AVENUE, california"
INDIAN SUMMER AVENUE S/O KLAMATH STREET,10/18/2011 12:00:00 AM,Tue,1784,"INDIAN SUMMER AVENUE S/O KLAMATH STREET, california"
INDIANA STREET N/O 5TH STREET,05/25/2009 12:00:00 AM,Mon,16099,"INDIANA STREET N/O 5TH STREET, california"
INDIANA STREET N/O 5TH STREET,05/24/2009 12:00:00 AM,Sun,18167,"INDIANA STREET N/O 5TH STREET, california"
INDIANA STREET N/O 5TH STREET,05/23/2009 12:00:00 AM,Sat,21270,"INDIANA STREET N/O 5TH STREET, california"
INDIANA STREET N/O 5TH STREET,05/22/2009 12:00:00 AM,Fri,23304,"INDIANA STREET N/O 5TH STREET, california"
INDIANA STREET N/O 5TH STREET,05/21/2009 12:00:00 AM,Thur,21130,"INDIANA STREET N/O 5TH STREET, california"
INDIANA STREET N/O PRINCETON STREET,10/07/2013 12:00:00 AM,Mon,12726,"INDIANA STREET N/O PRINCETON STREET, california"
INDIANA STREET S/O 5TH STREET,05/25/2009 12:00:00 AM,Mon,13227,"INDIANA STREET S/O 5TH STREET, california"
INDIANA STREET S/O 5TH STREET,05/24/2009 12:00:00 AM,Sun,14918,"INDIANA STREET S/O 5TH STREET, california"
INDIANA STREET S/O 5TH STREET,05/23/2009 12:00:00 AM,Sat,17696,"INDIANA STREET S/O 5TH STREET, california"
INDIANA STREET S/O 5TH STREET,05/22/2009 12:00:00 AM,Fri,19150,"INDIANA STREET S/O 5TH STREET, california"
INDIANA STREET S/O 5TH STREET,05/21/2009 12:00:00 AM,Thur,17330,"INDIANA STREET S/O 5TH STREET, california"
INDIANA STREET S/O GLEASON AVENUE,10/07/2013 12:00:00 AM,Mon,9175,"INDIANA STREET S/O GLEASON AVENUE, california"
KANAN ROAD W/O SIERRA CREEK ROAD,11/05/2010 12:00:00 AM,Fri,12953,"KANAN ROAD W/O SIERRA CREEK ROAD, california"
KANAN ROAD W/O SIERRA CREEK ROAD,11/04/2010 12:00:00 AM,Thur,12723,"KANAN ROAD W/O SIERRA CREEK ROAD, california"
KANAN ROAD W/O SIERRA CREEK ROAD,11/03/2010 12:00:00 AM,Wed,12684,"KANAN ROAD W/O SIERRA CREEK ROAD, california"
KANAN ROAD W/O SIERRA CREEK ROAD,11/02/2010 12:00:00 AM,Tue,12075,"KANAN ROAD W/O SIERRA CREEK ROAD, california"
KANAN ROAD W/O TRIUNFO CANYON ROAD,06/01/2008 12:00:00 AM,Sun,12328,"KANAN ROAD W/O TRIUNFO CANYON ROAD, california"
